RA,ano,fase,idade,genero,ano_ingresso,inde,pedra,iaa,ieg,ips,ida,ipp,ipv,ian,nota_mat,nota_port,nota_ing,defasagem,atingiu_pv,indicado_bolsa,em_risco_defasagem,categoria_defasagem,anos_na_pm
RA-407,2024,4,15.0,Masculino,2022,7.0875128168,Ametista,8.334,7.614522417333333,6.26,3.6666666666666665,7.96875,7.875,10.0,2.0,5.0,4.0,0,,,0,Adequado,2.0
RA-408,2022,2,12.0,Feminino,2022,6.725,Agata,8.0,9.7,7.5,3.3,,7.333,5.0,1.0,5.5,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-408,2023,2,13.0,Feminino,2022,7.242133333,Ametista,7.9,8.5,3.77,6.8,8.333333333,8.45,5.0,6.0,7.5,,-1,,,0,Defasagem leve,1.0
RA-408,2024,3,14.0,Feminino,2022,6.5276296297,Agata,7.5,4.981481481666667,7.51,4.833333333333333,7.083333333,6.776666667,10.0,3.0,5.5,6.0,0,,,0,Adequado,2.0
RA-409,2022,2,11.0,Feminino,2022,8.15,Topazio,7.9,9.7,7.5,7.8,,7.5,10.0,6.0,9.5,,0,0.0,0.0,0,Adequado,0.0
RA-409,2023,2,,Feminino,2022,7.621466667,Ametista,8.4,9.5,2.52,8.0,7.916666667,8.73,5.0,6.2,9.7,,-1,,,0,Defasagem leve,1.0
RA-409,2024,3,13.0,Feminino,2022,8.225462962900002,Topazio,9.585,9.231481481333333,7.51,7.166666666666667,7.916666667,7.223333333,10.0,7.0,7.5,7.0,0,,,0,Adequado,2.0
RA-41,2022,5,17.0,Masculino,2018,5.581,Quartzo,9.2,6.1,5.0,5.6,,4.375,5.0,6.3,2.5,8.0,-2,0.0,0.0,1,Defasagem moderada/severa,4.0
RA-410,2022,2,14.0,Masculino,2018,5.675,Quartzo,7.4,6.5,6.3,2.0,,7.444,5.0,2.0,2.0,,-2,0.0,0.0,1,Defasagem moderada/severa,4.0
RA-410,2023,3,,Masculino,2018,6.140808333,Agata,8.8,5.8,7.52,4.9,6.71875,6.0425,5.0,5.0,4.8,4.8,-1,,,0,Defasagem leve,5.0
RA-411,2022,2,12.0,Feminino,2019,7.232,Ametista,6.4,8.6,7.5,7.1,,7.833,5.0,6.7,7.5,,-1,0.0,0.0,0,Defasagem leve,3.0
RA-411,2023,3,13.0,Feminino,2019,7.779983333,Ametista,6.2,9.0,7.52,6.6,7.8125,7.5425,10.0,5.7,6.7,7.3,0,,,0,Adequado,4.0
RA-411,2024,4,14.0,Feminino,2021,7.279762962966667,Ametista,7.083,9.148148147999999,5.635,4.833333333333333,7.291666667,7.4125,10.0,3.5,7.0,4.0,0,,,0,Adequado,3.0
RA-412,2022,2,12.0,Feminino,2018,7.556,Ametista,8.5,9.0,7.5,7.3,,7.778,5.0,6.5,8.2,,-1,0.0,0.0,0,Defasagem leve,4.0
RA-412,2023,3,13.0,Feminino,2018,7.373891667,Ametista,8.8,8.9,2.52,6.2,7.03125,7.585,10.0,5.8,5.2,7.7,0,,,0,Adequado,5.0
RA-412,2024,4,14.0,Feminino,2021,8.044378070166667,Topazio,8.334,8.456140351,6.26,7.333333333333333,8.020833333,8.125,10.0,8.0,6.0,8.0,0,,,0,Adequado,3.0
RA-413,2022,2,12.0,Feminino,2022,6.408,Agata,6.4,8.7,5.6,4.7,,7.056,5.0,4.2,5.2,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-413,2023,2,13.0,Feminino,2022,6.803633333,Agata,7.9,8.9,2.52,6.3,7.291666667,7.503333333,5.0,5.8,6.7,,-1,,,0,Defasagem leve,1.0
RA-414,2022,2,12.0,Feminino,2021,7.284,Ametista,8.0,9.3,7.5,5.9,,7.667,5.0,5.7,6.2,,-1,0.0,0.0,0,Defasagem leve,1.0
RA-414,2023,3,13.0,Feminino,2021,7.25025,Ametista,0.0,9.5,7.52,6.5,7.8125,7.585,10.0,6.0,7.0,6.5,0,,,0,Adequado,2.0
RA-414,2024,3,14.0,Feminino,2021,7.187625925933334,Ametista,7.917,8.429629629666666,7.51,6.0,6.25,5.67,10.0,9.0,3.0,6.0,0,,,0,Adequado,3.0
RA-415,2022,2,11.0,Feminino,2019,7.695,Ametista,8.0,8.3,7.5,6.2,,8.056,10.0,4.8,7.5,,0,0.0,0.0,0,Adequado,3.0
RA-415,2023,3,12.0,Feminino,2019,7.18805,Ametista,7.1,8.2,7.52,3.7,7.8125,7.8325,10.0,2.8,4.0,4.3,0,,,0,Adequado,4.0
RA-416,2022,2,12.0,Masculino,2018,7.913,Ametista,9.5,9.3,8.8,7.2,,8.222,5.0,6.7,7.7,,-1,0.0,0.0,0,Defasagem leve,4.0
RA-416,2023,3,13.0,Masculino,2018,8.144425,Topazio,9.2,9.8,2.52,7.6,8.28125,8.3375,10.0,7.0,7.0,8.8,0,,,0,Adequado,5.0
RA-416,2024,4,14.0,Masculino,2021,8.700808577033333,Topazio,8.751,8.972709551666666,7.51,8.0,8.541666667,9.13,10.0,8.0,7.5,8.5,1,,,0,Adiantado,3.0
RA-417,2022,2,13.0,Feminino,2022,8.428,Topazio,10.0,10.0,7.5,8.0,,9.556,5.0,6.0,10.0,,-1,1.0,0.0,0,Defasagem leve,0.0
RA-417,2023,3,,Feminino,2022,8.257658333,Topazio,5.4,9.7,7.52,7.8,8.28125,8.2125,10.0,6.7,8.3,8.3,0,,,0,Adequado,1.0
RA-417,2024,4,14.0,Feminino,2022,8.533628557533333,Topazio,8.334,8.401559454333333,7.51,8.833333333333334,8.4375,8.2925,10.0,9.0,10.0,7.5,0,,,0,Adequado,2.0
RA-418,2022,2,10.0,Feminino,2020,8.175,Topazio,8.0,9.4,7.5,7.5,,8.222,10.0,6.5,8.5,,0,0.0,0.0,0,Adequado,2.0
RA-418,2023,3,,Feminino,2020,8.1686,Topazio,8.8,10.0,2.52,8.1,8.125,8.045,10.0,6.7,8.3,9.3,1,,,0,Adiantado,3.0
RA-418,2024,4,12.0,Feminino,2021,9.125183333366667,Topazio,8.751,10.0,7.51,9.333333333333334,8.229166667,9.0475,10.0,9.5,8.5,10.0,1,,,0,Adiantado,3.0
RA-419,2022,2,12.0,Feminino,2019,7.359,Ametista,7.5,9.2,5.6,6.9,,8.389,5.0,5.3,8.5,,-1,1.0,0.0,0,Defasagem leve,3.0
RA-419,2023,3,,Feminino,2019,7.7261,Ametista,6.7,9.5,2.52,7.6,8.125,7.875,10.0,7.0,7.3,8.5,0,,,0,Adequado,4.0
RA-419,2024,4,14.0,Feminino,2021,8.355707894766669,Topazio,7.083,9.382456140666667,6.26,8.166666666666666,8.020833333,8.5475,10.0,6.5,8.0,10.0,1,,,0,Adiantado,3.0
RA-42,2022,5,15.0,Masculino,2019,6.72,Agata,8.3,7.9,5.6,4.8,,6.083,10.0,3.7,4.5,6.2,0,0.0,0.0,0,Adequado,3.0
RA-42,2023,5,,Masculino,2019,6.794516667,Agata,8.8,8.6,5.63,5.7,6.5625,6.6675,5.0,6.3,4.2,6.7,-1,,,0,Defasagem leve,4.0
RA-42,2024,6,17.0,Masculino,2021,7.656628769866667,Ametista,9.168,9.682539682666667,5.635,8.166666666666666,6.796875,7.134,5.0,9.0,7.5,8.0,-1,,,0,Defasagem leve,3.0
RA-420,2022,2,11.0,Feminino,2019,7.461,Ametista,9.5,9.0,5.6,4.5,,8.0,10.0,1.3,7.7,,0,0.0,0.0,0,Adequado,3.0
RA-420,2023,3,,Feminino,2019,7.356358333,Ametista,8.3,9.3,2.52,5.3,7.65625,7.96,10.0,5.7,5.8,4.3,0,,,0,Adequado,4.0
RA-420,2024,4,13.0,Feminino,2021,7.544228947400001,Ametista,8.334,9.557894737,6.26,4.0,7.8125,7.96,10.0,3.0,4.5,4.5,1,,,0,Adiantado,3.0
RA-421,2022,2,11.0,Masculino,2021,8.717,Topazio,8.5,9.3,7.5,8.8,,9.111,10.0,9.2,8.5,,0,1.0,1.0,0,Adequado,1.0
RA-421,2023,3,,Masculino,2021,8.030716667,Topazio,9.2,9.9,2.52,7.3,7.8125,8.17,10.0,8.0,6.2,7.8,0,,,0,Adequado,2.0
RA-421,2024,4,13.0,Masculino,2021,8.488232329,Topazio,8.751,9.540744978333334,7.51,6.666666666666667,9.0625,8.572,10.0,5.0,6.0,9.0,1,,,0,Adiantado,3.0
RA-422,2022,2,12.0,Masculino,2022,6.746,Agata,8.5,10.0,7.5,2.5,,7.5,5.0,1.0,4.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-422,2023,2,,Masculino,2022,5.57,Quartzo,0.0,7.8,7.52,4.4,6.666666667,6.106666667,5.0,3.0,5.7,,-1,,,0,Defasagem leve,1.0
RA-422,2024,3,14.0,Masculino,2022,5.544981481433334,Quartzo,7.5,6.157407407333333,7.51,2.8333333333333335,6.458333333,5.5,5.0,3.0,4.5,1.0,-1,,,0,Defasagem leve,2.0
RA-423,2022,2,12.0,Feminino,2022,6.647,Agata,8.4,9.6,7.5,2.3,,7.667,5.0,0.5,4.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-423,2023,2,13.0,Feminino,2022,6.607533333,Agata,8.0,8.7,6.89,3.4,7.083333333,7.45,5.0,2.3,4.5,,-1,,,0,Defasagem leve,1.0
RA-423,2024,3,14.0,Feminino,2022,6.616193704866666,Agata,5.833,6.501135191,8.13,4.333333333333333,6.875,6.8275,10.0,6.0,3.5,3.5,0,,,0,Adequado,2.0
RA-424,2022,2,12.0,Feminino,2022,7.94,Ametista,9.0,10.0,7.5,7.5,,8.222,5.0,10.0,5.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-424,2023,3,,Feminino,2022,7.72685,Ametista,8.8,9.9,2.52,6.4,7.8125,7.7925,10.0,5.0,6.7,7.5,0,,,0,Adequado,1.0
RA-424,2024,4,14.0,Feminino,2022,7.341187280733334,Ametista,8.334,9.616228070333333,7.51,3.3333333333333335,7.34375,7.1625,10.0,2.0,6.0,2.0,0,,,0,Adequado,2.0
RA-425,2022,2,12.0,Masculino,2022,8.117,Topazio,9.0,10.0,7.5,9.0,,7.5,5.0,9.0,9.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-425,2023,3,13.0,Masculino,2022,8.10555,Topazio,9.2,9.9,2.52,7.5,7.8125,8.3775,10.0,6.7,7.3,8.5,0,,,0,Adequado,1.0
RA-425,2024,4,14.0,Masculino,2022,9.0166166667,Topazio,10.0,10.0,6.26,9.0,8.229166667,8.8375,10.0,10.0,7.5,9.5,0,,,0,Adequado,2.0
RA-426,2022,2,14.0,Feminino,2022,6.35,Agata,9.0,6.5,7.5,4.6,,7.111,5.0,2.3,6.8,,-2,0.0,0.0,1,Defasagem moderada/severa,0.0
RA-426,2023,3,,Feminino,2022,6.329158333,Agata,5.4,7.6,5.0,5.0,7.65625,7.5425,5.0,4.7,5.2,5.0,-1,,,0,Defasagem leve,1.0
RA-426,2024,4,15.0,Feminino,2022,6.6430030186,Agata,7.917,7.9050567596666665,4.38,4.833333333333333,7.65625,8.0,5.0,3.5,7.0,4.0,-1,,,0,Defasagem leve,2.0
RA-427,2022,2,13.0,Masculino,2022,6.245,Agata,8.0,8.5,7.5,2.5,,6.778,5.0,3.0,2.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-428,2022,2,13.0,Masculino,2022,7.683,Ametista,6.8,8.7,7.5,9.5,,7.111,5.0,10.0,9.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-428,2023,3,,Masculino,2022,7.821816667,Ametista,8.3,9.5,2.52,7.2,7.8125,8.0425,10.0,9.3,4.7,7.7,0,,,0,Adequado,1.0
RA-428,2024,4,14.0,Masculino,2022,7.534949122800001,Ametista,9.168,8.898245614,5.635,5.0,7.5,7.625,10.0,3.0,4.0,8.0,0,,,0,Adequado,2.0
RA-429,2022,2,13.0,Masculino,2019,5.811,Quartzo,10.0,5.3,7.5,2.7,,6.611,5.0,2.8,2.5,,-1,0.0,0.0,0,Defasagem leve,3.0
RA-43,2022,5,16.0,Feminino,2019,5.486,Quartzo,6.3,6.5,5.6,4.3,,5.958,5.0,4.0,5.8,3.2,-1,0.0,0.0,0,Defasagem leve,3.0
RA-43,2023,6,17.0,Feminino,2019,6.4622,Agata,7.9,6.7,5.63,5.0,7.5,7.5875,5.0,4.0,5.0,6.0,-1,,,0,Defasagem leve,4.0
RA-430,2022,2,13.0,Masculino,2022,7.585,Ametista,9.5,8.6,7.5,8.5,,6.611,5.0,7.5,9.5,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-430,2023,3,14.0,Masculino,2022,7.146716667,Ametista,9.2,9.3,2.52,6.4,7.8125,7.75,5.0,7.3,5.5,6.5,-1,,,0,Defasagem leve,1.0
RA-431,2022,2,11.0,Masculino,2022,7.175,Ametista,9.0,8.1,7.5,4.5,,6.778,10.0,5.0,4.0,,0,0.0,0.0,0,Adequado,0.0
RA-432,2022,2,14.0,Feminino,2019,6.34,Agata,10.0,6.8,5.0,5.1,,6.611,5.0,5.7,4.5,,-2,0.0,0.0,1,Defasagem moderada/severa,3.0
RA-432,2023,3,,Feminino,2019,6.850183333,Agata,8.8,9.0,2.52,5.2,7.8125,8.0425,5.0,5.0,6.3,4.2,-2,,,1,Defasagem moderada/severa,4.0
RA-432,2024,4,16.0,Feminino,2021,7.167975,Ametista,7.501,10.0,6.26,5.5,7.34375,7.2875,5.0,5.0,6.0,5.5,-1,,,0,Defasagem leve,3.0
RA-433,2022,2,12.0,Masculino,2022,5.557,Quartzo,8.5,7.3,5.0,2.6,,5.778,5.0,2.2,3.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-433,2023,2,,Masculino,2022,6.5982,Agata,8.5,7.2,7.52,4.8,5.833333333,7.613333333,5.0,1.8,7.7,,-1,,,0,Defasagem leve,1.0
RA-433,2024,3,14.0,Masculino,2022,7.218157142866668,Ametista,7.918,8.380952381,8.13,4.833333333333333,6.875,6.415,10.0,6.5,4.0,4.0,0,,,0,Adequado,2.0
RA-434,2022,2,11.0,Masculino,2022,7.403,Ametista,9.0,8.1,7.5,5.7,,6.778,10.0,4.8,6.5,,0,0.0,0.0,0,Adequado,0.0
RA-434,2023,2,12.0,Masculino,2022,7.069766667,Ametista,6.3,8.0,7.52,6.6,7.5,7.613333333,5.0,5.2,8.0,,-1,,,0,Defasagem leve,1.0
RA-434,2024,3,13.0,Masculino,2022,6.610947619100001,Agata,7.084,5.061904762,7.51,5.5,7.291666667,6.55,10.0,5.5,5.5,5.5,0,,,0,Adequado,2.0
RA-435,2022,2,10.0,Feminino,2022,6.599,Agata,7.9,6.2,7.5,4.7,,6.444,10.0,3.7,5.7,,0,0.0,0.0,0,Adequado,0.0
RA-436,2022,2,11.0,Masculino,2022,6.687,Agata,9.5,8.1,7.5,2.0,,6.611,10.0,4.0,0.0,,0,0.0,0.0,0,Adequado,0.0
RA-436,2023,2,12.0,Masculino,2022,5.322366667,Quartzo,7.5,4.7,2.52,3.4,6.875,7.613333333,5.0,3.7,3.0,,-1,,,0,Defasagem leve,1.0
RA-437,2022,2,13.0,Masculino,2022,6.875,Agata,8.5,8.3,7.5,5.8,,6.611,5.0,6.0,5.5,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-437,2023,2,,Masculino,2022,6.947366667,Agata,8.0,8.4,7.52,4.7,7.291666667,7.78,5.0,2.5,6.8,,-2,,,1,Defasagem moderada/severa,1.0
RA-438,2022,2,10.0,Masculino,2022,7.764,Ametista,8.0,8.7,7.5,7.3,,6.889,10.0,6.5,8.0,,0,0.0,0.0,0,Adequado,0.0
RA-438,2023,2,,Masculino,2022,6.9883,Agata,6.9,7.5,6.26,5.4,6.458333333,7.223333333,10.0,3.5,7.3,,0,,,0,Adequado,1.0
RA-438,2024,2,12.0,Masculino,2022,7.930283695700001,Ametista,9.168,8.6630434785,7.51,8.25,7.96875,7.915,5.0,7.0,9.5,,-1,,,0,Defasagem leve,2.0
RA-439,2022,2,12.0,Masculino,2022,5.519,Quartzo,9.0,4.9,7.5,2.3,,6.5,5.0,3.2,1.3,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-44,2022,5,17.0,Feminino,2021,5.542,Quartzo,5.0,5.9,7.5,3.0,,7.292,5.0,2.3,3.5,3.2,-2,0.0,1.0,1,Defasagem moderada/severa,1.0
RA-44,2023,6,,Feminino,2021,6.258333333,Agata,0.0,8.5,5.01,6.9,7.5,7.17,5.0,7.3,5.8,7.5,-2,,,1,Defasagem moderada/severa,2.0
RA-440,2022,2,11.0,Masculino,2022,7.329,Ametista,9.5,9.0,6.9,5.5,,5.833,10.0,6.0,5.0,,0,0.0,0.0,0,Adequado,0.0
RA-440,2023,3,12.0,Masculino,2022,6.989208333,Agata,0.0,8.2,7.52,6.2,7.96875,7.835,10.0,7.3,7.0,4.2,0,,,0,Adequado,1.0
RA-441,2022,2,11.0,Feminino,2019,8.188,Topazio,9.0,7.9,7.5,8.0,,8.333,10.0,8.0,8.0,,0,0.0,0.0,0,Adequado,3.0
RA-442,2022,2,11.0,Feminino,2022,8.226,Topazio,10.0,8.2,7.5,7.5,,8.222,10.0,9.0,6.0,,0,0.0,0.0,0,Adequado,0.0
RA-442,2023,3,,Feminino,2022,6.814166667,Agata,0.0,7.6,7.52,5.8,7.5,8.1275,10.0,6.7,6.5,4.3,0,,,0,Adequado,1.0
RA-442,2024,4,13.0,Feminino,2022,6.905439215666667,Agata,8.334,5.9151960783333335,5.635,5.0,7.5,7.8775,10.0,4.5,7.0,3.5,1,,,0,Adiantado,2.0
RA-443,2022,2,13.0,Feminino,2019,7.482,Ametista,9.0,9.1,7.5,5.6,,8.5,5.0,8.0,3.2,,-1,1.0,1.0,0,Defasagem leve,3.0
RA-443,2023,3,14.0,Feminino,2019,6.895508333,Agata,7.1,7.5,2.52,7.6,7.96875,8.125,5.0,7.0,8.7,7.0,-1,,,0,Defasagem leve,4.0
RA-444,2022,2,11.0,Masculino,2018,6.665,Agata,9.0,7.2,5.0,3.1,,7.778,10.0,1.5,4.7,,0,0.0,0.0,0,Adequado,4.0
RA-444,2023,3,11.0,Masculino,2018,5.958791667,Quartzo,0.0,7.9,5.0,4.7,6.40625,6.4575,10.0,4.7,5.8,3.7,1,,,0,Adiantado,5.0
RA-444,2024,3,14.0,Masculino,2021,5.410188638266668,Quartzo,8.334,6.377276524666667,2.51,3.6666666666666665,6.25,5.96,5.0,2.0,5.0,4.0,-1,,,0,Defasagem leve,3.0
RA-445,2022,2,12.0,Masculino,2022,6.924,Agata,9.0,9.4,7.5,3.8,,7.5,5.0,0.0,7.5,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-445,2023,2,13.0,Masculino,2022,7.9087,Ametista,8.0,8.8,6.89,8.4,8.541666667,8.176666667,5.0,7.7,9.0,,-1,,,0,Defasagem leve,1.0
RA-445,2024,3,14.0,Masculino,2022,7.3416246032,Ametista,7.917,8.715873016,7.51,4.0,7.8125,7.3725,10.0,3.0,6.0,3.0,0,,,0,Adequado,2.0
RA-446,2022,2,13.0,Feminino,2018,7.367,Ametista,9.5,8.9,5.0,6.9,,7.889,5.0,6.3,7.5,,-1,0.0,0.0,0,Defasagem leve,4.0
RA-447,2022,2,10.0,Feminino,2022,5.607,Quartzo,0.0,7.0,7.5,3.5,,5.556,10.0,7.0,0.0,,0,0.0,0.0,0,Adequado,0.0
RA-448,2022,2,11.0,Feminino,2022,7.972,Ametista,9.0,9.7,7.5,5.5,,8.111,10.0,5.0,6.0,,0,0.0,0.0,0,Adequado,0.0
RA-449,2022,2,12.0,Feminino,2022,6.143,Agata,0.0,6.0,7.5,7.0,,8.111,5.0,6.0,8.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-449,2023,3,12.0,Feminino,2022,7.396508333,Ametista,7.1,7.2,7.52,7.0,7.34375,6.8425,10.0,5.5,7.7,7.7,0,,,0,Adequado,1.0
RA-45,2022,5,15.0,Feminino,2019,7.591,Ametista,7.9,8.9,5.6,6.8,,7.417,10.0,6.3,5.2,8.8,0,0.0,0.0,0,Adequado,3.0
RA-45,2023,6,,Feminino,2019,8.303591667,Topazio,7.1,9.6,6.26,7.9,8.28125,8.1725,10.0,7.8,6.3,9.7,0,,,0,Adequado,4.0
RA-45,2024,7,17.0,Feminino,2021,8.743476190400001,Topazio,7.5,9.619047619,9.38,8.0,8.75,8.283333333,10.0,7.5,7.0,9.5,0,,,0,Adequado,3.0
RA-450,2022,2,13.0,Masculino,2021,7.843,Ametista,10.0,9.1,7.5,7.5,,8.111,5.0,6.8,8.2,,-1,0.0,0.0,0,Defasagem leve,1.0
RA-450,2023,3,14.0,Masculino,2021,6.819625,Agata,9.6,8.4,2.52,5.4,7.65625,7.9175,5.0,7.0,6.5,2.7,-1,,,0,Defasagem leve,2.0
RA-450,2024,4,15.0,Masculino,2021,7.526188206666666,Ametista,8.751,8.954191033333332,5.63,7.5,7.8125,7.58,5.0,8.0,8.5,6.0,-1,,,0,Defasagem leve,3.0
RA-451,2022,2,13.0,Feminino,2019,6.434,Agata,9.0,6.0,6.3,6.1,,6.889,5.0,3.1,9.2,,-1,0.0,0.0,0,Defasagem leve,3.0
RA-451,2023,2,14.0,Feminino,2019,8.386033333,Topazio,8.5,9.5,4.39,8.9,9.375,9.896666667,5.0,7.8,10.0,,-2,,,1,Defasagem moderada/severa,4.0
RA-452,2022,2,13.0,Feminino,2021,6.287,Agata,9.0,5.6,7.5,4.8,,7.167,5.0,5.0,4.5,,-1,0.0,0.0,0,Defasagem leve,1.0
RA-453,2022,2,13.0,Feminino,2022,7.845,Ametista,9.0,8.7,7.5,8.8,,7.778,5.0,8.0,9.5,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-454,2022,2,14.0,Masculino,2018,5.561,Quartzo,9.5,8.6,5.0,2.3,,5.444,5.0,0.0,4.7,,-2,0.0,0.0,1,Defasagem moderada/severa,4.0
RA-454,2023,3,15.0,Masculino,2018,4.603416667,Quartzo,0.0,7.5,5.0,2.6,4.6875,5.54,5.0,4.2,1.2,2.5,-2,,,1,Defasagem moderada/severa,5.0
RA-454,2024,4,17.0,Masculino,2021,5.852294346966668,Quartzo,9.585,6.633138401666667,6.255,3.6666666666666665,5.416666667,5.833333333,5.0,3.0,2.0,6.0,-2,,,1,Defasagem moderada/severa,3.0
RA-455,2022,2,12.0,Feminino,2022,6.876,Agata,7.0,7.9,7.5,6.3,,7.278,5.0,6.0,6.5,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-455,2024,3,14.0,Feminino,2022,7.098988888900001,Ametista,8.751,6.111111111,8.13,4.5,8.333333333,7.276666667,10.0,3.0,6.5,4.0,0,,,0,Adequado,2.0
RA-456,2022,2,12.0,Feminino,2022,7.193,Ametista,6.4,8.2,6.3,7.3,,8.389,5.0,6.0,8.7,,-1,1.0,0.0,0,Defasagem leve,0.0
RA-456,2023,2,12.0,Feminino,2022,7.518,Ametista,0.0,8.3,4.39,9.9,9.583333333,9.953333333,5.0,9.7,10.0,,-1,,,0,Defasagem leve,1.0
RA-456,2024,3,13.0,Feminino,2022,8.331124561366668,Topazio,7.083,9.382456140333334,7.51,6.5,9.166666667,8.893333333,10.0,9.0,6.0,4.5,0,,,0,Adequado,2.0
RA-457,2022,2,12.0,Feminino,2022,7.68,Ametista,8.0,8.8,7.5,8.5,,7.667,5.0,7.0,10.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-457,2023,3,13.0,Feminino,2022,8.256833333,Topazio,7.5,8.6,7.52,8.1,8.125,8.045,10.0,6.7,8.5,9.0,0,,,0,Adequado,1.0
RA-457,2024,4,14.0,Feminino,2022,8.5892756038,Topazio,8.334,8.743961352333335,7.51,8.666666666666666,9.6875,7.77,10.0,8.0,8.0,10.0,1,,,0,Adiantado,2.0
RA-458,2022,2,13.0,Masculino,2019,6.512,Agata,8.0,7.7,7.5,5.6,,5.833,5.0,4.7,6.5,,-1,0.0,0.0,0,Defasagem leve,3.0
RA-458,2023,3,,Masculino,2019,6.312083333,Agata,9.6,6.9,7.52,3.8,7.1875,6.2475,5.0,4.3,4.8,2.2,-1,,,0,Defasagem leve,4.0
RA-458,2024,3,15.0,Masculino,2021,5.680161507933333,Quartzo,8.751,3.7396825396666666,6.88,4.0,7.03125,6.83,5.0,3.0,4.0,5.0,-1,,,0,Defasagem leve,3.0
RA-459,2022,2,12.0,Masculino,2019,7.28,Ametista,7.0,9.1,8.1,7.3,,7.222,5.0,5.3,9.2,,-1,0.0,0.0,0,Defasagem leve,3.0
RA-459,2023,3,13.0,Masculino,2019,8.240016667,Topazio,6.7,9.3,7.52,8.3,7.1875,7.88,10.0,8.3,9.2,7.5,0,,,0,Adequado,4.0
RA-459,2024,4,14.0,Masculino,2021,7.233804589400001,Ametista,7.917,8.454106280333333,5.635,4.666666666666667,7.8125,7.366,10.0,0.0,6.0,8.0,0,,,0,Adequado,3.0
RA-46,2022,5,17.0,Feminino,2022,6.048,Agata,8.8,8.4,6.3,2.1,,7.083,5.0,2.8,2.8,0.7,-2,0.0,0.0,1,Defasagem moderada/severa,0.0
RA-46,2023,5,18.0,Feminino,2022,5.545383333,Quartzo,7.1,7.4,2.52,4.4,6.5625,6.6275,2.5,2.8,3.0,7.3,-3,,,1,Defasagem moderada/severa,1.0
RA-460,2022,2,12.0,Masculino,2022,5.711,Quartzo,6.8,8.1,7.5,3.3,,5.056,5.0,0.5,6.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-461,2022,2,12.0,Feminino,2018,5.451,Quartzo,0.0,6.7,7.5,3.8,,7.222,5.0,1.5,6.2,,-1,0.0,0.0,0,Defasagem leve,4.0
RA-461,2023,2,12.0,Feminino,2018,7.2379,Ametista,7.3,7.9,3.77,7.4,8.541666667,8.616666667,5.0,5.7,9.0,,-1,,,0,Defasagem leve,5.0
RA-461,2024,3,13.0,Feminino,2021,7.5447559291,Ametista,8.751,9.182446312,7.51,4.5,7.708333333,7.056666667,10.0,3.0,4.5,6.0,0,,,0,Adequado,3.0
RA-462,2022,2,14.0,Masculino,2022,6.626,Agata,10.0,8.5,7.5,3.6,,6.778,5.0,2.0,5.2,,-2,0.0,0.0,1,Defasagem moderada/severa,0.0
RA-462,2023,3,,Feminino,2022,6.2267,Agata,10.0,8.1,5.0,2.7,7.5,6.5825,5.0,4.0,2.8,1.3,-2,,,1,Defasagem moderada/severa,1.0
RA-463,2022,2,12.0,Feminino,2020,6.41,Agata,10.0,7.8,7.5,2.5,,7.389,5.0,2.0,3.0,,-1,0.0,0.0,0,Defasagem leve,2.0
RA-463,2023,3,13.0,Feminino,2020,6.382383333,Agata,9.2,5.4,2.52,4.0,7.8125,7.795,10.0,6.3,4.3,1.3,0,,,0,Adequado,3.0
RA-464,2022,2,13.0,Feminino,2022,6.745,Agata,7.5,8.0,7.5,4.8,,7.722,5.0,2.7,7.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-464,2023,3,,Feminino,2022,6.081675,Agata,9.2,7.7,2.52,3.0,7.96875,7.38,5.0,4.8,3.7,0.5,-1,,,0,Defasagem leve,1.0
RA-464,2024,3,15.0,Feminino,2022,6.872009064333334,Agata,9.168,7.851461988333334,8.76,4.333333333333333,7.1875,7.1175,5.0,3.0,3.5,6.5,-1,,,0,Defasagem leve,2.0
RA-465,2022,2,11.0,Masculino,2019,8.012,Ametista,8.0,7.9,7.5,7.8,,8.444,10.0,9.3,6.3,,0,1.0,0.0,0,Adequado,3.0
RA-465,2023,3,,Masculino,2019,8.012875,Topazio,7.5,9.4,2.52,8.5,7.96875,8.17,10.0,8.3,8.2,9.0,0,,,0,Adequado,4.0
RA-466,2022,2,13.0,Masculino,2022,6.826,Agata,8.5,9.7,7.5,3.3,,7.556,5.0,0.5,6.0,,-1,0.0,0.0,0,Defasagem leve,0.0
